Under-sampling,Data-split labelled and unlabelled,Accuracy,Precision,Recall,F1-Score,ARI,response_time_data_preprocessing,response_time_tsne,response_time_undersampling,response_time_model_training
81,61,0.9793333333333333,0.9800155743162401,0.9793333333333333,0.9791763894249995,0.9394812687525336,10.824624061584473,306.7167022228241,0.016370058059692383,4.650166034698486
44,15,0.9713333333333334,0.9727502929639306,0.9713333333333334,0.9710535385399639,0.9170005246042807,10.378918409347534,306.67227697372437,0.013868331909179688,3.6252546310424805
31,73,0.9823333333333333,0.9827932661159703,0.9823333333333333,0.9822093904113172,0.9480401714896163,8.65360951423645,307.40817880630493,0.014891862869262695,3.602823495864868
58,21,0.974,0.9750924574772813,0.974,0.9737519051532474,0.9243891279566557,10.807258129119873,310.2584149837494,0.01776266098022461,3.963521718978882
41,63,0.9716666666666667,0.9728866214654328,0.9716666666666667,0.9713498887754222,0.917785533758364,9.362217903137207,304.64739203453064,0.012003183364868164,4.678711891174316
65,42,0.974,0.9751281350425213,0.974,0.9737613432739436,0.9244198808499796,7.8175413608551025,304.7011456489563,0.014532327651977539,4.765291452407837
54,74,0.9783333333333334,0.9790494058786741,0.9783333333333334,0.97815158219475,0.9366043427503544,10.510072946548462,304.0371913909912,0.01395869255065918,3.5935583114624023
69,24,0.9803333333333333,0.9809006941771147,0.9803333333333333,0.9801783627236724,0.9422952197903267,12.250487804412842,305.88638854026794,0.010968685150146484,3.9687016010284424
91,33,0.988,0.9882431465264208,0.988,0.9879514888741692,0.9644928708761452,10.777889728546143,305.964617729187,0.015953779220581055,3.538904905319214
13,80,0.974,0.9749812878411727,0.974,0.973722491424667,0.9242932774885648,10.526889562606812,309.6181175708771,0.007351875305175781,4.209052085876465
